0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31
173.658588957055	173.870429447853	174.728435582822	174.428036809816	173.717822085889	173.733159509203	173.440030674847	173.686901840491	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
136.007085889571	136.102791411043	136.630674846626	136.414233128834	135.727331288344	135.684509202454	135.419846625767	135.546625766871	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
175.01509202454	175.181134969325	175.919877300614	175.838006134969	174.999478527607	175.057116564417	174.871963190184	174.963619631902	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
134.842944785276	134.970766871166	135.654325153374	135.492147239264	134.886411042945	134.89263803681	134.665398773006	134.768343558282	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
145.496533742331	145.550858895706	146.422116564417	146.114785276074	145.28	145.194386503068	144.98018404908	145.117300613497	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
152.958558282209	152.921809815951	153.686993865031	153.546533742331	152.78518404908	152.686226993865	152.315061349693	152.519294478528	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
160.287914110429	160.391012269939	160.678282208589	160.206441717791	159.757484662577	159.535337423313	159.739386503067	160.120398773006	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
128.448558282209	128.563742331288	128.905797546012	128.968527607362	128.521533742331	128.319969325153	128.287208588957	128.310398773006	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
138.130736196319	138.150582822086	138.413067484663	138.480674846626	137.883190184049	137.723558282209	137.575460122699	137.784233128834	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
123.437883435583	123.56027607362	123.751779141104	123.867392638037	123.204325153374	123.090920245399	123.03481595092	123.144049079755	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
136.186963190184	136.69291411043	136.907392638037	136.822607361963	136.332147239264	136.114509202454	136.078773006135	136.211042944785	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
144.570306748466	144.53254601227	144.93236196319	144.836564417178	144.213803680982	144.084294478528	143.943036809816	144.199417177914	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
168.64745398773	168.532147239264	169.180582822086	169.122607361963	168.537576687116	168.338159509203	168.24	168.475122699386	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
129.177852760736	129.115889570552	129.79282208589	129.65782208589	129.233926380368	129.016993865031	128.963527607362	129.241411042945	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
115.468282208589	115.652975460123	116.082116564417	115.872423312884	115.236380368098	115.235613496932	115.175950920245	115.303926380368	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
152.363803680981	152.385368098159	152.808558282209	152.713496932516	152.149877300614	152.088834355828	151.978404907975	152.189785276074	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
152.610153374233	152.699478527607	153.225889570552	152.79518404908	152.526687116565	152.355306748466	152.419969325153	152.61009202454	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
160.339110429448	160.40791411043	160.809202453988	160.761963190184	160.27509202454	160.111901840491	159.99254601227	160.122239263804	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
123.656687116564	123.555766871166	124.039846625767	123.773312883436	123.322208588957	123.286441717792	123.372392638037	122.946226993865	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
215.425	215.53509202454	215.186871165644	215.196012269939	215.165061349693	215.130582822086	214.837484662576	215.473282208589	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
204.749846625767	204.70726993865	205.019846625767	205.145030674847	204.412024539877	204.48245398773	204.100674846626	204.366993865031	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
95.9809202453988	95.9741104294478	96.4360429447853	96.4843865030674	95.6313803680982	95.7877914110429	95.6728220858896	95.7290797546013	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
