fdt_allch_tau1	fdt_allch_tau2	fdt_allch_tau3	fdt_allch_tau4	fdt_allch_tau5	fdt_allch_tau6	fdt_allch_tau7	fdt_allch_tau8	fdt_allch_tau9	fdt_allch_tau10	fdt_allch_tau11	fdt_allch_tau12	fdt_allch_tau13	fdt_allch_tau14	fdt_allch_tau15	fdt_allch_tau16	fdt_allch_tau17	fdt_allch_tau18	fdt_allch_tau19	fdt_allch_tau20	fdt_allch_tau21	fdt_allch_tau22	fdt_allch_tau23	fdt_allch_tau24	fdt_allch_tau25	fdt_allch_tau26	fdt_allch_tau27	fdt_allch_tau28	fdt_allch_tau29	fdt_allch_tau30	fdt_allch_tau31	fdt_allch_tau32
172.42	157.38	130	143.54	170.47	118.49	181.85	117.99	113.3	137.95	175.04	137.58	176.6	135.54	147.24	153.63	160.31	129.24	138.78	124.48	137.84	144.54	169.29	131.27	117.24	153.1	153.43	161.49	124.61	215.92	205.53	99.87
173.57	157.85	130.68	144.99	172.03	119.87	182.45	118.6	113.92	138.74	175.33	138.85	176.74	136.55	148.13	154.55	160.87	129.47	139.2	126.05	138.29	145.36	169.97	132.36	117.73	153.26	154.34	161.72	125.74	216.28	206.29	101.3
173.68	158.55	131.62	145.05	172.71	120.52	183.24	119.21	114.72	139.02	176.06	139.4	177.64	137.32	148.35	155.51	161.9	130.69	140.25	126.5	139.04	146.06	171.06	132.6	118.69	154.01	154.92	162.43	126.23	217.08	206.57	101.63
175.17	159.82	132.38	146.22	173.31	120.98	184.76	120.02	114.76	138.47	177.64	140.91	179.17	138.31	149.75	156.1	162.56	131.9	141.01	127.69	140.27	146.3	171.94	133.71	118.9	154.34	155.9	163.48	127.38	218.25	207.86	102.8
175.65	160.96	133.25	147.05	174.54	122.22	185.07	120.9	115.86	140.06	177.8	140.93	179.89	139.22	149.92	156.87	163.33	132.05	141.52	128.8	141.62	147.55	173.26	134.8	120.4	155.35	156.63	164.35	128.09	218.8	210.2	103.23
176.99	161.96	134.35	147.99	175.05	122.78	186.31	121.88	116.96	141.58	179.32	141.49	180.26	140.11	150.9	158.14	164.13	133.59	141.72	128.55	142.09	147.99	173.27	134.89	121.2	156.66	157.15	165.32	128.36	219.51	210.86	104.72
177.61	162.24	135.27	148.82	175.75	123.08	186.55	123.04	117.07	141.66	180.06	142.89	181.64	140.52	151.65	159.17	164.1	134.94	143.83	130.12	142.85	148.9	174.14	136.75	121.68	157.26	158.28	165.31	129.84	220.22	211.85	105.42
178.34	163.32	135.26	149.82	176.73	124.82	187.23	123.8	118.65	142.66	181.13	143.8	181.62	141.76	152.13	160.08	165.26	134.8	144	130.05	142.98	150.84	175.24	137.08	122.62	158	159.47	166.6	130.98	221.54	212.44	105.94
179.19	164.08	136.53	150.14	178.1	124.74	188.59	124.2	119.14	143.65	181.1	144.58	182.83	142.38	154.5	160.01	165.3	136.07	145.59	131.98	144.89	150.35	176.27	137.53	123.82	158.43	159.99	167.53	131.36	222.17	213.27	106.73
179.37	164.63	137.44	150.88	178.71	125.75	189.32	125.23	120.18	143.44	181.68	145.54	183.09	142.89	154.65	161.63	166.57	137.03	145.13	133.02	145.21	151.49	176.69	138.36	124.26	159.65	161.05	168.51	131.68	223.02	213.84	107.82
179.8	165.35	137.95	151.65	180.23	126.82	189.98	126.6	121	144.75	182.45	145.68	184.3	143.53	155.58	162.13	167.38	137.5	146.54	132.84	145.89	152.55	177.89	139.53	125.78	160.63	161.8	168.76	132.57	224.03	214.83	108.74
181.55	165.62	139.52	152.65	179.75	127.88	190.84	126.48	120.74	144.99	182.97	147.12	184.33	145.16	156.57	163.11	168.66	137.63	147.83	133.86	147.22	153.91	178.75	139.95	126.07	161.24	162.55	169.44	133.37	224.51	215.13	109.48
181.55	167.49	139.52	153.25	181.03	128.37	192.04	128.29	122.37	146.46	184.78	147.53	184.98	145.43	157.19	163.85	168.81	138.67	147.88	135.15	147.51	154.52	179.48	140.48	126.97	161.61	163.03	170.38	134.74	225.51	215.87	110.4
182.6	168.43	140.27	153.93	181.83	129.41	192.73	128.75	123.18	146.72	185.12	149.05	186.29	145.78	157.12	164.51	169.68	139.78	148.52	135.55	148.5	155.72	179.76	141.47	128.61	162.7	163.96	171	135.29	226.31	216.78	110.89
183.4	169.36	140.9	154.6	183.36	129.81	193.77	129.61	124.35	147.53	185.75	150.03	186.9	146.9	158.47	165.58	170.6	140.4	149.03	135.91	149.1	155.67	181.19	142.53	128.74	162.77	164.32	172.08	135.78	226.99	217.39	111.91
184.14	169.83	142.35	155.83	183.64	130.91	193.61	130.27	124.99	148.54	186.52	150.45	188.21	147.31	159.54	166.64	170.73	141.4	150.37	136.88	149.88	156.78	182.3	143.37	129.96	163.74	166.1	172.71	136.42	227.79	218.05	112.26
185.81	170.58	142.87	156.17	184.4	131.55	195.46	131.71	125.73	149.99	188.17	150.96	188.54	148.31	159.53	167.36	172.38	142.27	151.21	137.78	150.84	157.13	182.86	144.26	130.2	164.66	166.37	173.61	137.58	228.22	218.94	113.72
185.79	171.25	143.96	157.27	185.1	132.18	196.03	132.12	126.99	149.72	188.39	151.64	189.32	148.8	161.43	167.86	172.79	142.99	151.7	138.86	151.31	158.84	183.65	144.94	131.4	165.5	167.2	174.76	138.15	229.12	220.52	114.2
186.52	171.64	144.55	158.12	185.71	133.31	196.67	133.09	127.49	150.97	189.66	152.03	190.36	149.45	162.04	168.75	174.39	143.37	152.94	138.99	151.73	159.51	183.76	145.52	132.53	166.5	167.99	175.49	139.29	230.26	221.77	114.68
187.86	173.54	145.89	158.92	186.77	133.58	197.74	133.39	128.45	151.6	190.9	153.37	190.95	150.33	163.41	169.27	174.01	144.18	153.71	140.23	153.72	160.48	184.88	146.08	133.03	167.76	168.57	175.87	139.63	230.97	222.47	115.93
188.3	174.02	146.22	159.54	187.61	134.41	198.41	134.22	129.08	152.37	191.38	153.93	191.92	151.04	163.6	169.87	174.93	144.84	154.31	140.32	153.87	161.58	185.55	147.18	133.69	167.84	170.12	177.09	139.9	231.95	223.27	116.9
189.54	174.04	147.39	159.88	188.21	135.13	198.96	135.16	129.84	153.08	191.47	155.15	192.57	151.94	164.27	171.39	175.83	146.07	155.23	141.7	154.95	161.31	186.69	147.27	134.83	168.53	170.45	178.37	141.43	232.23	224.96	117.76
190.25	175.59	148.12	161.17	189.41	136.17	199.16	135.72	130.1	153.26	192.53	155.41	193.13	153.53	164.88	171.48	176.59	146.31	156.63	142.6	156.18	162.27	187.53	148.85	135.62	169.34	171.12	178.82	141.77	233.35	224.93	117.93
190.78	176.07	148.57	161.97	190.45	136.79	200.45	136.32	130.63	153.36	192.55	156.99	193.81	153.21	165.65	173.7	176.82	147.23	156	143.02	156.78	162.85	187.68	149.6	136.1	169.98	171.49	179.43	143.19	234.27	225.27	119.08
191.95	177.28	149.42	162.9	191.19	137.23	201.48	137.08	131.64	154.26	194.08	157.21	194.74	154.96	166.51	173.55	177.28	148.45	157.4	144.27	157.63	163.74	188.6	149.42	137.02	170.87	172.43	180.73	143.74	235.09	226.91	119.6
192.92	178.47	150.99	164.03	192.2	138.17	201.87	138.08	132.49	156.74	194.87	158.03	195.77	155.19	167.77	174.43	178.86	148.54	158.16	145.06	157.99	164.72	189.72	151.05	138.06	171.62	173.73	181.05	143.9	235.22	226.1	120.87
193.07	178.83	151.29	164.19	192.33	139.16	203.29	138.87	133.68	156.33	195.7	158.13	195.75	155.77	168.02	175.27	179.65	149.67	159.01	145.23	158.39	165.31	190.54	151.98	138.53	172.08	174.65	181.81	144.99	236.75	227.49	121.61
194.14	179.71	151.97	164.3	193.69	139.88	203.48	140.13	135	157.14	196.55	160.21	196.73	156.52	169.31	175.24	180.59	149.98	159.66	146.64	160.02	166.7	191.83	152.41	139.38	173.03	174.75	182.79	145.55	237.4	227.74	122.21
195	180.68	152.55	165.88	194.41	140.43	204.34	140.65	135.54	157.75	197.4	160.2	198.02	157.13	169.79	176.61	180.71	151.56	160.28	146.43	161.32	167.41	192.44	153.55	140.18	173.89	175.86	183.29	146.5	238.26	229.09	122.62
196	181.58	153.43	166.4	195.57	140.97	204.42	141.59	134.86	159.12	197.96	161.1	198.62	157.69	171.5	177.28	181.22	152.44	161.45	147.99	161.15	168	193.45	154.69	141.18	174.35	176.53	184.16	147.24	238.98	229.94	123.95
196.38	182.09	154.5	167.14	196.51	142.06	205.58	142.39	136.72	159.93	198.41	162.68	199.64	158.93	171.97	179.02	181.5	153.27	161.99	148.72	162.33	168.57	192.14	154.88	142.21	175.53	177.91	185.43	147.86	239.57	230.57	124.73
196.77	182.73	155.5	168.11	196.96	142.67	206.43	143.67	137.57	160.1	199.57	162.61	199.78	158.91	172.23	178.77	182.57	153.64	162.82	148.71	163.37	169.81	194.19	155.83	142.55	175.75	178.64	186.06	148.63	240.71	231.12	125.87
198.24	184.05	156.23	168.68	197.63	143.57	207.88	143.64	138.39	160.93	200.27	163.47	201.19	160.22	172.8	179.56	183.48	154.29	163.32	149.96	164.41	170.54	195.26	156.46	143.62	177.14	179.26	186.3	149.91	241.11	232.32	126.49
198.05	184.95	156.7	169.51	198.45	144.37	208.18	143.75	138.88	161.43	200.29	164.04	201.79	161.26	174	180.16	184.49	155.36	164.04	151.14	164.96	171.32	196.33	157.7	143.93	177.73	179.55	187.43	149.97	242.34	233.16	126.87
198.93	185.16	157.9	170.3	199.31	145.31	209.33	144.94	140.01	162.26	201.81	165.12	202.35	161.73	174.61	181.34	185.21	155.91	165.18	151.08	165.44	172.22	197.22	158.02	145.15	178.51	180.4	188.01	151.12	242.9	233.72	128.7
200.29	186.13	158.54	170.94	199.66	146.41	209.79	145.74	140.13	163.44	202.1	166.07	202.57	162.72	175.32	181.49	185.99	156.4	166.15	152.38	166.67	173.5	198.68	158.84	146.19	179.33	181.56	188.99	152.24	243.33	234.76	129.03
200.46	187.2	159.67	171.48	200.57	146.94	210.89	146.22	141.09	163.99	202.63	166.81	203.94	164.25	176.49	183.02	186.58	157.62	166.2	152.72	166.67	173.91	198.1	160.18	146.58	180.08	182.36	189.89	152.79	244.52	235.41	129.9
201.84	187.85	160.05	172.6	201.15	146.98	210.94	147.16	141.76	164.33	204.21	167.51	204.53	164.16	177.64	184.38	187.61	159.3	167.77	153.61	167.97	174.36	199.29	160.18	148.07	181.18	183.16	190.71	153.48	245.14	236.05	130.65
202.05	188.49	161.21	173.53	201.7	148.14	211.93	148.42	141.75	164.79	203.86	168.39	205.47	164.81	178.07	184.7	188.47	158.9	167.21	154.17	168.87	175.04	200.42	161.37	148.79	181.51	183.8	191.21	154.62	245.64	236.19	131.56
203	189.94	161.73	174.14	203.27	148.69	212.28	148.34	143.11	166.09	205.38	169.13	205.39	165.53	178.38	185.41	189.07	160.18	168.28	155.18	169.39	176.32	200.77	161.83	148.69	180.91	184.58	191.86	154.47	246.6	237.46	131.71
203.86	190.13	162.63	174.94	203.53	149.27	213.43	149.3	144.13	166.62	205.88	169.61	206.85	166.08	179.76	185.87	189.77	160.63	169.28	155.47	170.39	177.68	201.85	162.65	150.09	183.12	185.52	192.62	155.63	247.77	238.75	133.26
204.21	191.03	163.38	175.9	204.65	150.26	214.58	150.31	145.08	166.66	206.77	170.47	206.95	166.36	180.81	186.81	189.93	161.88	169.83	156.77	171.42	177.44	202.47	163.65	150.31	183.41	186.22	193.82	156.51	248.11	239.8	133.41
204.71	191.67	164.18	176.34	205.47	150.6	214.72	151.14	145.23	167.67	207.57	170.81	207.79	168.59	181.56	186.77	190.57	162.62	170.82	157.62	172.16	178.6	203.74	164.55	151.15	184.15	187.01	194.35	157.07	249.07	241.02	134.41
205.89	193.37	165.09	177.07	206.23	150.87	215.62	151.97	145.77	169.41	208.71	172.37	209.28	168.36	182.22	188.6	191.77	162.82	171.64	158.22	172.96	179.76	204.42	164.61	152.57	185.04	187.84	195.25	157.61	250.12	242.49	135.71
205.97	194.23	165.67	177.77	206.8	152.14	216.98	152.93	147.28	169.06	209.04	172.97	209.16	169.33	182.08	189.88	191.95	163.95	172.08	159.11	173.08	179.89	204.24	166.02	152.96	185.61	188.81	196.27	158.88	250.76	242.96	136.3
206.99	194.66	166.67	178.48	207.36	153.09	217.39	153.35	147.4	170.12	209.91	174.32	209.85	169.61	183.28	190.07	193.57	164.63	173.38	159.79	174.42	180.43	205.63	167	153.21	186.45	189.75	196.65	159.28	251.75	243.62	136.67
208.22	195.38	167.34	179.46	208.52	153.92	218.27	153.78	147.68	171.26	211.45	174.43	210.78	170.33	184.54	190.49	193.51	165.53	174.77	160.17	174.9	181.65	204.33	167.06	154.07	187.01	190.74	197.4	159.95	252.77	244.23	137.95
208.61	195.62	167.98	180.07	208.89	154.46	218.78	154.75	148.81	172.2	211.27	176	211.31	170.99	185.01	192.33	195.29	166.56	174.9	160.77	175.6	182.82	205.54	167.85	155.6	188.09	190.82	198.2	160.76	252.75	245.03	138.04
209.43	196.67	168.85	181.1	209.85	155.28	219.85	155.84	149.48	172.21	211.95	175.79	211.3	172.58	186.26	192.53	195	167.58	175.31	162.35	175.83	183.38	206.57	167.93	155.83	188.48	191.62	198.83	161.02	254.79	246.16	139.53
209.97	197.54	169.61	181.56	210.98	155.98	220.57	156.65	150.71	172.58	212.73	176.13	212.35	173.15	186.41	193.04	195.76	167.76	175.92	163.16	176.77	184.35	206.96	169.44	156.7	189.39	192.47	199.88	162.49	255.13	247.26	139.5
210.49	198.45	170.71	182.83	211.57	156.4	221.06	157.74	151.5	173.41	213.69	176.86	213.86	173.13	187.82	194.05	196.21	168.46	177.02	163.49	178.05	184.98	207.72	170.95	157.55	190.31	193.34	200.35	162.54	255.84	248.01	139.76
211.34	198.85	171.05	183.52	212.69	157.7	221.71	157.57	152.21	174.34	213.63	178.09	214.43	174.04	189.03	195.56	196.91	168.76	177.41	164.7	179.24	184.49	208.95	171.35	158.53	191.16	194.49	201.32	163.79	256.72	248.58	141.49
212.19	199.46	171.96	183.99	213.04	157.86	222.47	158.45	151.99	175	215.12	179.42	214.86	174.74	189.23	195.75	198.76	169.78	179.26	165.14	180.05	186.33	209.69	171.8	158.67	191.94	194.5	202.3	164.86	257.28	249.21	141.3
213.19	200.75	172.53	185.11	213.37	158.77	223.55	159.42	153.88	175.92	215.75	179.47	214.94	175.75	190.43	195.89	198.3	170.9	179.4	165.45	180.76	187.22	210.19	172.43	160.14	192.17	195.49	202.85	165.09	258.67	250.3	142.61
213.59	201.61	173.29	185.37	213.98	160.12	223.84	159.85	154.46	176.45	216.38	180.58	215.96	176.29	191.04	196.99	199.59	171.43	179.78	166.31	181.74	187.89	210.9	173.14	160.68	193.21	196.29	203.37	165.92	259.37	251.21	143.67
214.29	202.42	173.89	186.49	215.3	160.56	224.95	161.12	155.28	177.12	216.78	181.24	216.69	177.49	191.12	197.8	198.99	172.74	181.08	167.17	182.01	188.46	211.64	174.37	161.65	193.61	197.18	203.8	166.9	259.84	251.91	143.85
215.13	203.24	175.36	187.22	215.8	161.03	225.55	161.86	156.01	177.84	217.57	182.31	217.3	177.5	192.31	198.85	200.7	172.51	181.34	167.72	182.93	189.71	212.79	174.79	162.46	193.95	198.27	204.91	167.27	260.5	252.87	144.8
216.17	203.2	176.22	187.58	217.05	161.5	226.36	163.11	156.66	178.27	218.35	183.38	217.39	178.21	193.43	199.62	200.95	172.83	182.54	168.59	184.21	190.51	213.59	175.1	163.04	195.31	198.51	205.83	168.1	261.42	253.6	146.34
216.94	204.26	176.14	188.01	217.9	162.51	227.37	162.53	157.39	179.3	219.32	183.77	218.7	179.29	194.35	199.9	201.84	174.71	183.3	169.9	184.95	190.29	213.69	176.14	164.4	195.71	199.44	206.19	168.79	262.16	254.69	146.55
217.82	205.29	176.9	189.13	218.6	162.93	228.03	164.12	158.1	179.85	219.63	184.72	219.22	180.41	195.23	200.24	203.32	175.04	183.98	170.52	185.33	191.62	214.66	178.31	164.5	196.45	200.09	207.22	169.61	263.17	255.76	147.76
218.16	206.09	177.7	189.87	219.54	163.79	228.13	164.92	158.4	181.26	220.88	185.47	220.43	181.15	195.68	201.45	202.49	176.13	185.04	170.67	186.25	191.47	216.01	178.43	165.72	197.42	200.82	207.68	170.14	263.62	256	148.33
218.76	207.11	179.13	190.52	219.82	164.34	229.41	165.69	159.49	181.06	221.29	186.09	221.26	181.59	196.54	202.83	202.91	176.64	185.6	172.03	186.72	193.44	215.81	178.64	166.04	197.46	201.96	208.46	170.34	264.61	257.36	148.64
219.71	207.66	179.96	191.61	220.68	165.34	229.82	166.21	159.73	181.8	221.97	186.27	221.6	182.24	196.89	203.13	204.43	177.15	186.44	172.42	187.82	194.18	217.33	179.68	166.71	198.92	202.41	209.65	171.99	265.09	258.26	149.42
220.5	207.78	181	192.43	222.02	165.9	231.06	166.98	160.71	182.2	223	187.05	223.27	183.36	197.67	203.77	204.97	178.6	186.46	173.4	188.73	195.37	219.47	179.89	167.94	199.25	203.01	209.9	172.56	266.15	259.29	150.61
220.79	208.81	181.47	193.21	222.29	166.49	232.07	167.9	161.14	183.32	223.4	188.36	223.79	184.13	198.27	204.38	205.57	179.25	188.35	173.82	189.77	195.8	220.39	181.49	168.72	199.99	203.64	211.22	173.64	266.31	259.99	151.39
221.62	210.11	182.26	193.71	223.24	167.21	231.98	168.42	162.56	183.58	224.1	189.12	223.85	184.76	199.55	204.89	206.67	179.67	187.98	174.75	189.97	196.55	219.93	182.02	169.18	200.78	204.14	211.29	173.77	267.61	260.71	152.19
221.94	210.48	183.07	194.39	223.45	168.39	233.26	169.54	162.65	184.82	225.06	190.02	224.3	185.55	200.07	206.31	207.7	180.99	189.37	175.52	190.77	197.08	221.16	181.5	170.51	200.85	205.52	212.15	174.89	267.85	261.88	152.65
223.61	211.86	183.96	195.35	223.82	168.62	234.63	169.91	163.47	184.81	226.48	190.36	225.16	186.06	200.33	206.37	207.5	181.21	190.05	176.29	191.8	197.73	222.08	183.55	171.1	201.87	205.55	213.36	175.17	268.89	262.32	152.89
223.58	212.39	184.98	195.77	225.46	169.81	234.85	170.36	163.66	185.96	226.63	192.05	226.31	186.97	201.52	206.92	208.4	182.22	190.55	177.02	192.51	198.62	222.47	183.77	171.19	202.58	206.23	213.86	175.9	269.5	262.83	154.47
224.54	212.97	185.57	197.18	226.11	170.49	235.15	171.02	164.69	186.75	227.1	191.88	226.72	187.95	202.59	208.41	209.45	183.26	190.34	177.4	193.33	199.61	223.92	184.58	172.39	202.99	207.24	214.16	177	269.78	264.43	154.62
225.43	213.28	186.78	197.51	227.3	170.65	236.15	172.07	165.93	187.9	228.49	191.99	227.85	188.61	203.4	209.19	210.37	183.82	192.2	178.7	193.82	199.98	224.45	184.58	173	203.78	208.22	215.43	177.45	270.59	265.16	155.82
225.79	214.92	187.15	197.7	227.67	171.24	237.22	172.81	166.38	188.48	228.49	193.51	228.87	188.67	203.83	210.23	210.34	184.36	191.69	179.12	194.68	200.92	225.27	185.77	173.97	204.64	209.02	215.74	178.95	272.38	264.88	156.34
227.09	215.3	187.94	198.78	228.07	172.39	237.88	173.47	167.67	188.45	229.39	194.36	229.39	189.44	203.81	210.76	211.09	185.18	193.3	179.54	195.75	201	226.15	186.81	174.21	205.27	209.02	216.96	179.32	272.63	265.17	156.81
227.18	215.73	188.7	198.92	229.56	173.58	238.93	174.33	167.92	190.07	230.02	195.01	229.49	190.08	205.32	210.85	212.48	185.7	193.39	180.44	196.24	202.37	226.92	187.68	175.03	205.83	210.55	217.22	179.51	273.21	265.68	158.1
228.17	216.66	188.98	200.25	229.51	174.11	239.79	174.8	168.45	190.05	230.78	195.32	229.8	191.12	206.15	210.6	212.02	185.9	194.95	181.1	196.89	201.91	226.96	188.49	176.89	206.28	211.14	218.15	180.5	274.28	266.7	158.87
229.44	217.55	190.34	200.82	230.34	174.46	239.74	176.56	169.73	189.7	231.29	196.28	230.87	191.47	207.08	212.33	213.02	187.17	194.98	181.62	198.31	203.58	228.18	189.07	177.29	207.77	211.84	219.12	181.36	275.03	268.78	159.48
229.53	218.38	190.89	201.06	231.52	175.32	240.65	177.01	170.13	191.4	232.23	197.12	231.77	192.59	207.45	213.96	213.5	188.04	195.58	182.51	198.21	204.87	228.84	189.78	177.53	207.84	212.01	219.25	181.74	275.56	269.53	160.18
230.25	219.23	191.43	202.47	231.97	176.11	241.78	177.08	170.72	192.86	232.43	198.02	232.26	193.05	208.43	214.04	213.57	189	196.64	182.93	199.27	204.83	228.33	190.93	178.16	208.66	212.92	219.87	183.07	276.42	269.6	160.34
230.67	219.44	192.44	203.04	232.29	176.71	242.05	178.06	171.9	192.88	233.95	198.49	233.35	194.56	209.49	215.57	215.37	188.95	196.84	184.27	200	205.97	228.76	191.69	179.18	209.54	213.83	221.57	182.96	277.17	270.99	161.88
232.13	220.41	193.69	203.13	233.18	177.7	243.03	178.94	172.53	194.08	234.51	199.47	233.63	194.41	209.37	215.25	215.74	190.11	197.72	184.97	200.46	206.13	229.91	192.23	180.14	209.63	214.79	221.42	183.91	277.85	271.81	162.68
232.99	221.16	194.57	204.28	234.09	178.8	243.09	179.26	173.37	194.58	235.41	200.57	235.36	195	210.34	215.81	216.14	191.05	198.91	185.44	201.42	207.08	231.05	193.27	180.97	210.9	214.84	222.26	184.64	278.93	272.44	163.31
233.26	222.45	194.55	204.05	235.05	178.67	244.27	180.29	173.76	195.5	235.56	199.98	235.37	196.21	211.08	216.41	216.34	191.4	200.02	186.52	202.44	207.17	230.8	193.38	181.2	211.44	215.95	223.06	185.75	279.34	273.11	163.97
234.25	223.08	195.76	205.87	235.66	179.83	244.7	181.35	174.44	195.8	236.37	200.54	235.87	196.44	211.82	217.96	217.6	192.7	200.93	186.93	203.14	208.42	232.14	195.25	182.01	211.87	216.66	224.35	185.72	279.67	273.67	165.23
234.74	223.77	196.18	206.34	236.23	180.85	245.49	181.46	175.03	196.1	237.38	202.38	236.33	196.89	213.2	218.22	218.67	193.47	201.56	187.51	203.7	208.9	233.25	194.69	183.18	213.23	217.21	224.96	187.42	280.64	275.39	165.14
235.45	224.47	197.08	207.34	236.99	180.6	246.68	182.24	175.64	196.92	237.7	202.52	237.14	197.48	213.55	219.22	218.74	194.42	201.86	188.43	204.38	209.63	233.51	196.06	183.99	213.23	218.23	225.1	187.12	281.64	275.48	165.99
235.97	224.82	197.48	207.36	237.79	181.96	247.22	183.11	176.88	198.18	238.56	203.87	237.98	198.51	213.84	220.48	219.93	194.31	202.66	189.28	205.19	210.46	234.48	196.93	184.53	214.02	218.94	225.83	188.45	282.5	276.56	167.01
236.87	225.7	198.22	208.18	238.57	182.47	248.25	184.2	177.78	198.29	239.82	204.16	237.82	199.78	214.86	221	219.64	195.48	202.53	189.81	205.91	211.14	234.89	196.81	185.06	214.4	219.5	227.01	189.21	282.55	277.31	167.23
237.39	226.28	198.78	208.95	239.61	182.94	249.33	184.98	178.64	199.27	240.4	205.04	238.92	200.12	215.72	221.43	220.42	195.81	203.6	190.47	206.63	211.99	235.52	198.37	186.54	215.74	220.58	227.46	189.71	283.67	277.88	168.25
238.66	227.11	200.18	209.81	240.27	183.89	249.82	185.58	179.03	199.54	241.55	205.82	239.51	200.49	216.35	222.62	222.37	196.22	204.28	191.57	207.59	212.91	236.89	198.2	187.12	215.92	221.06	228.16	190.23	284.33	278.22	168.86
239.19	228.42	200.89	210.74	241.02	184.42	250	186.03	179.3	199.41	241.69	206.36	240.74	201.69	217.77	222.72	222	197.49	205.33	191.67	207.76	212.46	237.49	199.13	188.41	216.48	221.64	228.54	191.5	284.43	279.49	169.78
239.67	228.68	201.5	210.87	240.83	185.27	251.16	186.81	179.79	201.48	242.49	206.94	241.33	201.8	217.37	223.47	223.87	197.74	206.38	192.27	208.95	214.7	238.15	199.78	188	217.96	222.58	229.52	191.59	285.49	279.72	170.47
246.59	235.81	208.82	217.97	248.86	192.22	258.72	194.13	187.11	207.22	249.96	213.82	247.69	208.23	225.13	231	228.59	204.74	212.64	199.35	215.73	221.13	245.89	206.29	195.58	224.17	229.34	236.95	198.36	292.31	287.36	177.61
254.54	243.54	216.03	224.62	257.06	199.05	266.23	200.84	194.19	213.69	257.61	221.08	254.84	214.9	232.37	238.15	234.99	211.86	218.52	206.47	222.9	228.19	252.76	214.35	202.52	230.21	237.11	243.37	205.15	300.13	295.4	184.5
261.67	250.81	223.02	230.83	264.59	205.67	273.41	207.79	200.99	219.64	263.82	227.65	262.14	221.53	239.3	244.9	241.94	217.99	225.66	212.52	230.61	235.18	260.96	220.48	209.42	236.21	243.86	250.48	211.74	306.98	302.16	192.45
