ch	pt	mean	 std	median	outliers	mean_w/o_out	 std_w/o_out	    samples	  #8	  #9	 #10	 #11	 #12	 #13	 #14	 #15	 #16	 #17	 #18	 #19	 #20	 #21	 #22	 #23	 #24	 #25	 #26	 #27	 #28	 #29	 #30	 #31	 #32	 #33	 #34	 #35	 #36	 #37	 #38	 #39	 #40	 #41	 #42	 #43	 #44	 #45	 #46	 #47	 #48	 #49	 #50	 #51	 #52	 #53	 #54	 #55	 #56	 #57	 #58	 #59	 #60	 #61	 #62	 #63	 #64	 #65	 #66	 #67	 #68	 #69	 #70	 #71	 #72	 #73	 #74	 #75	 #76	 #77	 #78	 #79	 #80	 #81	 #82	 #83	 #84	 #85	 #86	 #87	 #88	 #89	 #90	 #91	 #92	 #93	 #94	 #95	 #96	 #97	 #98	 #99	#100	#101	#102	#103	#104	#105	#106	#107	#108	#109	#110	#111	#112	#113	#114	#115	#116	#117	#118	#119	#120	#121	#122	#123	#124	#125	#126	#127	#128	#129	#130	#131	#132	#133	#134	#135	#136	#137	#138	#139	#140	#141	#142	#143	#144	#145
15	 7	  89.65	   4.21	  90.0	  55	  89.58	  3.26	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   3	   0	   1	   1	   0	   5	   0	   6	   8	  13	  11	  26	  51	  85	  61	  83	 120	 158	  96	  63	  79	  43	  10	  18	  13	  15	   6	   7	   7	   4	   0	   2	   1	   1	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
16	 0	  80.49	   4.33	  81.0	  16	  80.55	  3.83	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   1	   0	   1	   2	   2	   3	   4	   6	   6	   2	  10	   7	  18	  29	  30	  71	 113	  30	 151	 106	 152	  52	  74	  47	  29	   7	  11	  10	  12	   2	   2	   2	   1	   1	   2	   1	   1	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
16	 1	  81.21	  11.45	  81.0	 102	  80.81	  3.93	1000   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   1	   1	   0	   0	   1	   1	   0	   0	   0	   1	   0	   0	   0	   2	   1	   4	   0	   0	   1	   0	   1	   3	   0	   1	   1	   1	   1	   2	   3	   3	   0	   2	   4	   4	   0	   1	   0	   3	   2	   5	   7	   2	   2	   8	   4	  13	  20	  27	  66	  79	  39	 139	 122	 140	  38	  59	  46	  26	  11	  11	   9	  10	   3	   4	   4	   4	   0	   3	   6	   2	   0	   2	   3	   1	   3	   1	   3	   2	   2	   0	   3	   0	   3	   1	   1	   3	   0	   1	   0	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   1	   1	   1	   1	   0	   1	   1	   0	   0	   0	   0	   2	   0	   0	   3
16	 2	  80.59	  10.04	  81.0	 110	  80.94	  3.93	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   2	   2	   1	   1	   0	   1	   2	   1	   2	   1	   0	   0	   0	   2	   0	   3	   2	   3	   0	   4	   3	   3	   1	   2	   7	   2	   3	   2	   2	   6	   1	   0	   6	   7	   2	   5	  12	  20	  21	  24	  55	  72	  24	 126	 118	 140	  48	  85	  43	  31	   8	   9	  11	   9	   3	   5	   4	   2	   3	   3	   1	   4	   4	   2	   6	   2	   1	   1	   2	   0	   2	   0	   4	   1	   0	   1	   0	   0	   1	   0	   1	   1	   1	   1	   1	   0	   2	   1	   1	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0
16	 3	  81.31	   8.67	  81.0	 137	  80.81	  3.01	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   0	   0	   0	   0	   0	   1	   0	   0	   0	   1	   1	   0	   0	   4	   1	   2	   1	   1	   7	   1	   2	   2	   4	   4	   2	   5	  11	   6	   2	   8	   7	  22	  15	  23	  59	  64	  37	 144	 136	 150	  57	  64	  44	  14	   8	   8	  11	   3	   4	   1	   4	   4	   0	   0	   4	   5	   0	   4	   5	   3	   1	   2	   4	   0	   2	   1	   3	   3	   3	   0	   2	   1	   1	   1	   1	   1	   0	   1	   2	   1	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1
16	 4	  81.08	   7.93	  81.0	 141	  81.03	  2.99	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   1	   2	   1	   0	   4	   1	   1	   1	   2	   2	   0	   6	   3	   2	   1	   2	   4	   6	   3	   2	   8	   3	   4	   9	  10	  14	  10	  15	  52	  72	  33	 154	 125	 146	  55	  76	  47	  17	  13	  10	  10	   8	   6	   7	   7	   0	   1	   5	   2	   4	   1	   3	   4	   3	   1	   1	   2	   3	   1	   2	   2	   1	   0	   0	   0	   2	   0	   2	   1	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
16	 5	  81.13	   5.74	  81.0	 110	  80.70	  3.13	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   2	   0	   0	   1	   1	   1	   2	   1	   6	   1	   5	   5	   6	   2	   7	   9	  19	  11	  29	  77	  80	  39	 157	 130	 141	  48	  48	  42	  18	  19	   9	  14	   7	   7	   6	   5	   6	   1	   7	   9	  10	   1	   1	   2	   3	   0	   1	   0	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
16	 6	  80.85	   4.90	  81.0	  86	  80.93	  3.25	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   2	   2	   2	   1	   4	   1	   5	   3	   5	   6	   2	  10	  15	  27	  24	  13	  47	  79	  36	 152	 107	 172	  48	  90	  42	  19	  14	  17	  12	   8	   6	   7	   5	   6	   3	   3	   3	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
16	 7	  80.97	   4.18	  81.0	  65	  80.76	  3.16	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   1	   1	   0	   0	   4	   2	   3	  10	   9	  24	  17	  30	  82	  80	  31	 143	 126	 142	  71	  72	  55	  24	  12	   8	   9	  14	   7	  11	   5	   1	   0	   1	   2	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
17	 0	  71.28	   3.08	  72.0	  16	  71.37	  2.76	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   1	   0	   0	   0	   2	   2	   4	   2	  12	   9	  35	  15	  58	 107	 140	 102	 183	  93	 135	  37	  20	  25	   9	   2	   2	   1	   2	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
17	 1	  71.61	   7.74	  72.0	 110	  71.46	  2.64	1000   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   1	   0	   0	   0	   0	   0	   3	   0	   0	   0	   0	   2	   2	   2	   1	   1	   3	   2	   2	   2	   3	   2	   2	   1	   5	   4	   1	   4	   6	   1	   4	   7	  19	  15	  46	 110	 149	  89	 161	 101	 100	  35	  18	  20	   7	   3	   6	   3	   4	   3	   9	   5	   1	   1	   3	   2	   3	   2	   1	   4	   0	   1	   0	   1	   1	   0	   0	   0	   2	   0	   3	   1	   1	   1	   0	   0	   2	   0	   0	   1	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
17	 2	  71.30	   6.86	  72.0	 112	  71.61	  2.83	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   1	   3	   0	   2	   1	   2	   1	   0	   3	   3	   0	   3	   5	   2	   3	   3	   4	   6	   1	   1	   9	   5	   2	  11	  12	  26	  18	  37	  93	 102	  80	 166	 138	 105	  42	  17	  24	   6	   4	   7	   3	   3	   4	  10	   5	   3	   0	   1	   3	   4	   1	   0	   1	   3	   0	   0	   1	   1	   2	   1	   0	   1	   0	   1	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
17	 3	  71.86	   5.75	  72.0	  94	  71.45	  2.75	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   1	   0	   0	   0	   1	   0	   1	   0	   1	   3	   1	   3	   8	   4	   2	   7	   5	   1	  13	  13	  16	  18	  42	 110	 118	  90	 178	 117	 102	  41	  13	  16	  10	   1	   8	   7	   4	   4	   1	   5	   3	   5	   0	   6	   5	   3	   1	   2	   2	   0	   1	   0	   1	   2	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
17	 4	  71.50	   5.39	  72.0	  92	  71.58	  2.71	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   1	   2	   2	   6	   2	   2	   1	   7	   3	   4	   1	   8	   8	   0	  10	   8	  15	  11	  48	 114	 124	  74	 173	 131	 106	  43	  12	  17	  11	   3	   8	   4	   6	   2	   7	   4	   6	   0	   2	   1	   4	   0	   2	   1	   0	   1	   1	   1	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
17	 5	  71.65	   4.15	  72.0	  66	  71.41	  2.87	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   1	   1	   0	   2	   2	   2	   1	   2	   7	   4	   7	  11	  19	  19	  68	 121	 132	  87	 173	 107	  81	  35	  21	  26	  12	   2	  13	   8	  18	   1	   4	   5	   2	   3	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
17	 6	  71.29	   3.50	  72.0	  30	  71.47	  2.97	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   4	   5	   1	   7	   3	   1	  12	  13	  20	  19	  62	 110	 156	  80	 171	 116	 108	  24	  18	  24	  15	   6	  16	   6	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
17	 7	  71.41	   3.14	  72.0	  17	  71.40	  2.86	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   0	   3	   1	   2	   8	  14	  33	  21	  56	 120	 139	  82	 168	 124	 110	  43	  21	  22	  12	   3	   7	   5	   3	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
18	 0	  72.04	   3.46	  72.0	  27	  72.07	  2.94	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   0	   0	   0	   0	   0	   2	   6	   1	   3	  14	   4	  21	  17	  40	  84	 119	  68	 177	 113	 140	  76	  36	  38	  13	   1	  12	   3	   4	   0	   5	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
18	 1	  72.83	   8.72	  73.0	 122	  72.62	  2.82	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   1	   0	   0	   1	   1	   0	   0	   0	   1	   3	   0	   2	   1	   2	   1	   1	   0	   3	   1	   2	   2	   3	   1	   2	   2	   4	   1	   3	  10	   3	   1	   4	   5	  14	   3	  26	  66	  95	  56	 162	 134	 149	  52	  44	  26	  17	   7	  14	   8	   6	   4	   2	   4	   4	   3	   1	   4	   3	   5	   1	   2	   1	   2	   2	   1	   2	   1	   1	   1	   0	   0	   0	   0	   1	   1	   0	   0	   0	   1	   2	   1	   1	   1	   0	   0	   3	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
18	 2	  72.31	   7.69	  73.0	 121	  72.57	  2.89	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   2	   1	   2	   0	   2	   1	   2	   1	   2	   1	   0	   2	   2	   2	   5	   2	   2	   4	   0	   4	   7	   6	   1	   5	   4	   1	   2	  15	  16	  14	  26	  51	  77	  54	 139	 165	 152	  59	  36	  39	  18	   3	   9	   6	   6	   1	   4	   7	   5	   5	   2	   3	   3	   2	   1	   1	   4	   0	   0	   0	   1	   0	   0	   4	   0	   2	   0	   2	   0	   0	   0	   2	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
18	 3	  73.04	   6.50	  73.0	 110	  72.64	  2.69	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   0	   1	   0	   0	   1	   1	   0	   3	   1	   2	   3	   8	   1	   1	   2	   8	   8	   1	   7	   7	  18	   6	  27	  43	  84	  51	 166	 163	 153	  75	  38	  32	   7	   3	  11	   6	   4	   3	   3	   5	   5	   3	   2	   3	   6	   2	   0	   8	   1	   0	   1	   3	   3	   0	   0	   2	   2	   2	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
18	 4	  72.51	   6.03	  73.0	 103	  72.64	  2.79	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   1	   0	   1	   1	   2	   4	   4	   3	   3	   1	   3	   2	   2	   4	   9	   4	   4	   8	   9	   9	  10	  21	  66	  79	  66	 165	 141	 158	  74	  27	  28	  17	   4	  14	   9	   5	   1	   4	   4	   4	   4	   2	   4	   3	   1	   0	   5	   0	   1	   1	   1	   0	   1	   2	   0	   1	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
18	 5	  72.80	   4.44	  73.0	  76	  72.58	  2.95	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   2	   1	   0	   0	   2	   2	   2	   5	   2	   3	  10	   9	  11	   9	  26	  79	  96	  72	 155	 144	 132	  70	  36	  30	  21	   4	  18	  12	  11	   3	   7	  10	   5	   2	   3	   1	   3	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
18	 6	  72.30	   3.90	  72.0	  58	  72.31	  2.95	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   5	   0	   4	   3	   9	   4	   6	  10	  24	  13	  41	  57	  98	  72	 162	 123	 164	  56	  43	  38	  21	   1	  13	   7	  15	   1	   7	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
18	 7	  72.44	   3.35	  72.0	  33	  72.26	  2.83	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   1	   2	   1	   1	   5	   4	  18	  15	  41	  88	 109	  61	 156	 129	 160	  75	  44	  34	  15	   4	   9	  11	  11	   0	   0	   2	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
19	 0	  99.58	   3.92	 100.0	  53	  99.66	  2.99	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   1	   1	   1	   4	   1	   2	   3	   9	   7	  11	  13	  32	   9	  72	  60	 156	  69	 153	 138	  95	  32	  52	  28	  17	   8	   2	  11	   4	   2	   2	   2	   0	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
19	 1	 100.30	  10.17	 100.0	 137	 100.08	  2.95	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   1	   0	   0	   1	   0	   0	   1	   0	   0	   1	   0	   0	   0	   1	   0	   0	   1	   0	   2	   1	   4	   0	   1	   1	   1	   0	   1	   1	   2	   3	   3	   1	   2	   1	   6	   1	   1	   1	   3	   3	   4	   6	   6	   1	   4	  12	  14	   8	  53	  49	 143	  52	 153	 139	  89	  29	  52	  26	  18	  16	   6	   9	   4	   0	   3	   8	   3	   0	   4	   3	   2	   1	   1	   3	   4	   0	   4	   3	   2	   0	   0	   2	   1	   1	   0	   2	   0	   0	   0	   0	   2	   0	   0	   1	   0	   1	   0	   9
19	 2	  99.57	   9.07	 100.0	 152	  99.91	  3.00	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   3	   1	   0	   0	   3	   0	   0	   3	   0	   1	   2	   2	   0	   1	   0	   1	   5	   3	   3	   1	   1	   0	   3	   5	   5	   3	   1	   5	   1	   5	   4	   6	   4	   7	  10	  20	  19	  12	  39	  46	 123	  61	 136	 174	  85	  32	  30	  27	  19	  12	   3	  14	   4	   2	   3	   3	   4	   5	   3	   6	   4	   1	   2	   2	   0	   2	   0	   5	   0	   0	   1	   0	   1	   0	   0	   1	   3	   1	   0	   1	   2	   0	   1	   0	   0	   0	   0	   1
19	 3	 100.14	   7.65	 100.0	 130	  99.62	  2.91	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   0	   0	   0	   0	   0	   0	   0	   1	   0	   2	   0	   0	   5	   1	   1	   2	   3	   2	   2	   2	   4	   4	   3	   2	   7	  11	   6	   8	  23	  16	  15	  44	  77	 126	  83	 137	 154	  72	  30	  38	  21	  19	   4	   3	   8	   4	   3	   0	   6	   3	   0	   6	   3	   2	   3	   2	   4	   2	   2	   2	   4	   3	   0	   1	   3	   0	   0	   2	   2	   1	   0	   1	   2	   0	   0	   0	   0	   0	   0	   0	   1
