ch	pt	mean	 std	median	outliers	mean_w/o_out	 std_w/o_out	    samples	  #8	  #9	 #10	 #11	 #12	 #13	 #14	 #15	 #16	 #17	 #18	 #19	 #20	 #21	 #22	 #23	 #24	 #25	 #26	 #27	 #28	 #29	 #30	 #31	 #32	 #33	 #34	 #35	 #36	 #37	 #38	 #39	 #40	 #41	 #42	 #43	 #44	 #45	 #46	 #47	 #48	 #49	 #50	 #51	 #52	 #53	 #54	 #55	 #56	 #57	 #58	 #59	 #60	 #61	 #62	 #63	 #64	 #65	 #66	 #67	 #68	 #69	 #70	 #71	 #72	 #73	 #74	 #75	 #76	 #77	 #78	 #79	 #80	 #81	 #82	 #83	 #84	 #85	 #86	 #87	 #88	 #89	 #90	 #91	 #92	 #93	 #94	 #95	 #96	 #97	 #98	 #99	#100	#101	#102	#103	#104	#105	#106	#107	#108	#109	#110	#111	#112	#113	#114	#115	#116	#117	#118	#119	#120	#121	#122	#123	#124	#125	#126	#127	#128	#129	#130	#131	#132	#133	#134	#135	#136	#137	#138	#139	#140	#141	#142	#143	#144	#145
19	 4	 100.35	   7.22	 101.0	  75	 100.54	  3.87	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   1	   1	   1	   1	   0	   1	   3	   3	   2	   3	   1	   2	   4	   2	   1	   3	   4	   3	   4	   5	   4	   5	   4	   1	  12	  18	  13	  34	  51	 113	  66	 131	 165	  97	  39	  62	  30	  20	  10	  10	  10	   5	   5	   5	   7	   3	   3	   4	   3	   2	   3	   2	   3	   0	   1	   1	   2	   0	   0	   3	   2	   0	   1	   0	   2	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0
19	 5	 100.28	   5.36	 100.0	 102	  99.85	  3.08	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   1	   0	   0	   0	   2	   3	   0	   2	   2	   3	   3	   2	   2	  10	   4	  10	  11	  26	  11	  48	  68	 159	  66	 119	 138	  98	  33	  45	  20	  25	  15	   6	   5	   9	   7	   7	   8	   8	   5	   4	   4	   2	   3	   1	   2	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
19	 6	  99.76	   4.56	 100.0	  84	  99.90	  3.11	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   1	   2	   1	   3	   3	   3	   3	   3	   3	  15	   8	  14	  19	  18	  15	  53	  47	 148	  49	 163	 155	  75	  32	  65	  28	  20	   6	   9	  10	  13	   3	   4	   4	   2	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
19	 7	  99.96	   3.93	 100.0	  52	  99.85	  3.11	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   1	   2	   1	   2	   5	   8	  11	  14	  25	  13	  62	  71	 153	  63	 134	 142	  91	  38	  59	  37	  17	  13	   5	  11	  11	   1	   4	   0	   1	   1	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
20	 0	 113.78	   4.75	 114.0	  20	 113.91	  4.13	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   0	   0	   0	   0	   1	   0	   0	   2	   1	   1	   7	   6	   2	   3	   5	   8	  20	  13	  25	  47	  73	  42	  80	  92	 166	  55	  95	  97	  56	  21	  22	   9	  14	   8	   9	   7	   5	   0	   1	   0	   3	   0	   0	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
20	 1	 114.19	  12.17	 114.0	 154	 113.97	  3.22	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   0	   1	   0	   0	   0	   1	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   1	   0	   0	   2	   0	   0	   0	   4	   1	   0	   1	   1	   1	   2	   0	   2	   0	   2	   0	   3	   0	   0	   3	   2	   3	   4	   3	   0	   0	   0	   1	   5	   2	   6	   2	   3	   2	   4	   6	  10	   5	  23	  43	  53	  36	  80	 102	 170	  52	  99	  69	  36	  25	  14	  17	  12	   5	   8	   5	   6	   2	   3	   0	   2	   1	   2	   2	   5	   1	   1	   4	   2	   2	   5	   1	   1	   0	   1	  23
20	 2	 113.75	  10.97	 114.0	 118	 114.17	  4.00	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   0	   1	   1	   1	   1	   0	   2	   0	   0	   0	   2	   3	   1	   0	   1	   0	   0	   1	   1	   4	   1	   1	   3	   1	   1	   1	   1	   5	   4	   2	   3	   0	   3	   5	   4	   3	   2	   1	   4	   1	   1	   6	  10	  16	  16	  19	  39	  33	  31	  72	  96	 133	  64	 111	 106	  39	  21	  18	  10	  11	   8	   8	   5	   3	   1	   1	   3	   5	   3	   2	   7	   3	   1	   4	   1	   2	   3	   0	   2	   2	   0	   1	  15
20	 3	 114.61	   9.09	 114.0	 147	 114.10	  3.14	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   1	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   1	   1	   0	   3	   1	   2	   2	   2	   1	   6	   3	   1	   1	   2	   4	   4	   5	   8	   2	   0	  14	   5	   8	  15	   9	  43	  36	  43	  84	  99	 174	  58	  92	  90	  37	  23	  17	  17	   8	   4	   3	   3	   5	   2	   2	   2	   5	   0	   2	   6	   2	   0	   3	   4	   5	   3	   0	   3	   2	   2	   3	  15
20	 4	 114.44	   8.50	 114.0	  97	 114.52	  3.95	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   3	   1	   2	   0	   1	   3	   1	   1	   1	   1	   4	   3	   1	   3	   1	   2	   2	   4	   6	   2	   5	   3	   5	   2	   2	   6	  18	  12	   9	  23	  26	  46	  74	  86	 162	  65	 112	 104	  48	  31	  11	  14	  15	   6	   8	  10	   3	   2	   3	   5	   5	   2	   2	   3	   2	   1	   5	   1	   2	   2	   0	   3	   2	   0	   3	   7
20	 5	 114.57	   6.34	 114.0	  69	 114.07	  4.15	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   0	   0	   1	   0	   0	   1	   2	   0	   2	   0	   1	   2	   6	   2	   1	   8	   3	   5	   5	   1	  12	  16	  15	  38	  51	  50	  93	  92	 152	  74	  88	  89	  40	  21	  11	  18	  15	  12	   9	   6	   6	   1	   7	   4	  12	   3	   5	   5	   3	   0	   4	   1	   2	   0	   1	   2	   0	   0	   0	   0
20	 6	 114.10	   5.36	 114.0	 112	 114.12	  3.16	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   2	   2	   0	   2	   3	   5	   1	   4	   5	   8	   3	  12	   5	  18	  10	  15	  34	  35	  37	  92	  96	 182	  62	 121	  72	  57	  18	  13	  14	  12	  10	  11	   9	   7	   0	   5	   3	   6	   3	   4	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
20	 7	 114.45	   4.55	 114.0	  71	 114.19	  3.31	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   0	   1	   1	   1	   2	   3	   2	   2	  11	   8	  18	  14	  41	  66	  41	  78	 105	 142	  64	 117	 102	  58	  25	  18	  17	  15	   8	   6	  11	   4	   4	   4	   2	   4	   0	   0	   3	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
21	 0	  62.44	   2.95	  62.0	  14	  62.45	  2.71	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   3	   3	   7	   4	   8	  14	  49	  52	  62	 159	 162	  80	 168	 107	  71	  11	  19	  10	   3	   4	   2	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
21	 1	  62.88	   7.32	  62.0	 107	  62.60	  2.60	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   2	   1	   1	   0	   0	   1	   2	   0	   1	   5	   2	   2	   0	   3	   2	   1	   5	   2	   5	   0	   7	   5	   4	   5	  10	   9	  15	  46	  61	 143	 170	  89	 154	  78	  59	  14	  23	   8	   5	   3	   1	   8	   7	   1	   2	   6	   3	   2	   1	   0	   1	   3	   2	   1	   3	   1	   0	   0	   0	   0	   1	   1	   1	   1	   2	   0	   0	   0	   1	   2	   1	   0	   0	   0	   1	   0	   0	   0	   0	   0	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
21	 2	  62.57	   6.26	  63.0	 113	  62.75	  2.60	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   3	   1	   3	   0	   2	   1	   2	   1	   3	   4	   6	   1	   6	   5	   6	   2	   5	   5	   2	   5	   4	  15	  31	  41	  43	 139	 147	  76	 167	 111	  64	  10	  16	  14	   4	   0	   8	   5	   6	   2	   5	   8	   3	   0	   3	   1	   1	   0	   1	   2	   3	   0	   0	   1	   1	   2	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
21	 3	  62.99	   5.43	  63.0	  99	  62.65	  2.61	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   0	   0	   2	   0	   0	   3	   2	   2	   3	   5	   3	   5	   8	   9	   9	   8	  11	  30	  30	  54	 155	 153	  85	 157	 106	  64	  12	   7	  12	   6	   2	   4	   6	   8	   0	   5	   5	   3	   3	   6	   2	   2	   1	   2	   2	   2	   0	   2	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
21	 4	  62.98	   5.05	  63.0	  93	  62.97	  2.65	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   1	   0	   1	   0	   1	   2	   2	   3	   4	   6	   6	   2	   3	   8	   7	   7	   5	  13	  25	  27	  37	 138	 162	  82	 178	 104	  68	  18	  16	  16	   6	   5	   7	   7	   4	   6	   1	   4	   4	   2	   2	   2	   1	   2	   0	   1	   0	   0	   1	   0	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
21	 5	  62.96	   3.81	  62.5	  80	  62.70	  2.55	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   2	   4	   1	   4	   3	   3	   9	   7	  11	  31	  45	  53	 159	 167	  77	 155	  92	  72	  16	  14	  21	  12	   3	   9	  10	   9	   3	   2	   2	   3	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
21	 6	  62.64	   3.32	  62.0	  31	  62.61	  2.86	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   2	   0	   6	   4	   7	   8	   9	  16	  38	  44	  59	 145	 167	  80	 160	  95	  79	  19	  18	  16	   9	   6	  10	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
21	 7	  62.82	   2.90	  63.0	  12	  62.81	  2.73	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   5	   2	   6	   9	  42	  56	  53	 157	 164	  86	 149	 102	  96	  17	  22	  14	   9	   4	   4	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
22	 0	  99.23	   4.07	 100.0	  56	  99.47	  3.10	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   0	   0	   0	   0	   4	   2	   3	   3	   6	  13	   6	  10	  19	  37	  17	  70	  78	 155	  71	 140	 131	  82	  25	  51	  22	  27	   6	   3	   5	   4	   2	   2	   2	   1	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
22	 1	  99.25	  10.28	  99.0	 142	  99.04	  2.93	1000   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   0	   1	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   1	   0	   0	   1	   1	   2	   1	   1	   0	   2	   1	   2	   0	   1	   1	   2	   1	   2	   0	   1	   3	   1	   5	   2	   5	   0	   2	   3	   4	   5	   0	   3	   8	   3	   8	  18	  29	  17	  68	  91	 178	  65	 141	  96	  49	  21	  33	  20	  14	   7	   8	   7	   4	   3	   1	   4	   3	   1	   3	   5	   4	   3	   0	   2	   0	   1	   2	   4	   2	   0	   1	   1	   2	   1	   0	   1	   0	   0	   0	   0	   1	   2	   0	   1	   1	   0	   1	   7
22	 2	  99.45	   9.09	 100.0	 138	  99.90	  3.07	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   0	   1	   1	   2	   2	   0	   0	   0	   1	   2	   1	   2	   1	   1	   0	   1	   2	   4	   3	   2	   2	   1	   0	   1	   2	   4	   2	   8	   3	   7	   3	   2	   0	   7	   6	  13	  16	  18	   9	  39	  64	 121	  80	 138	 155	  68	  33	  46	  22	  18	  13	   9	   4	   4	   2	   3	   4	   8	   3	   2	   5	   2	   0	   1	   4	   2	   0	   2	   0	   3	   1	   1	   0	   1	   0	   0	   0	   4	   0	   0	   0	   2	   1	   0	   0	   1	   0	   0	   1
22	 3	  99.97	   7.65	 100.0	 131	  99.59	  2.93	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   0	   0	   0	   1	   0	   0	   0	   0	   1	   0	   3	   2	   4	   4	   3	   2	   0	   2	   2	   6	   5	   6	   7	   9	   7	  11	  21	  15	  14	  52	  61	 144	  79	 147	 138	  71	  33	  39	  17	  14	  10	   3	   5	   4	   2	   4	   1	   3	   1	   5	   4	   2	   5	   1	   1	   4	   1	   2	   3	   3	   1	   1	   1	   2	   2	   0	   1	   3	   1	   0	   0	   1	   0	   0	   0	   0	   0	   0	   1
22	 4	 100.03	   7.17	 100.0	 132	 100.04	  2.90	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   2	   1	   0	   0	   3	   0	   3	   1	   3	   3	   1	   3	   5	   0	   6	   0	   5	   5	   6	   4	   5	   7	   8	  16	  15	   9	  41	  54	 108	  66	 168	 165	  82	  27	  57	  18	  18	  12	   4	  15	   3	   3	   2	   8	   4	   1	   5	   5	   2	   1	   0	   1	   2	   2	   2	   3	   0	   1	   1	   1	   2	   0	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0
22	 5	 100.07	   5.38	 100.0	 105	  99.73	  3.04	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   1	   1	   0	   1	   0	   1	   1	   3	   3	   3	   3	   1	   3	   5	  14	   9	  13	  20	  16	  58	  74	 142	  73	 142	 130	  89	  25	  38	  22	  28	   9	   7	   6	  11	   5	   6	   5	   8	   4	   6	   2	   3	   0	   2	   2	   3	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
22	 6	  99.46	   4.54	 100.0	  84	  99.60	  3.05	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   4	   1	   0	   2	   3	   3	   4	   8	   5	   7	   8	  12	  21	  25	  13	  58	  74	 135	  73	 146	 156	  78	  31	  40	  20	  18	   9	   7	  14	   6	   7	   5	   4	   1	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
22	 7	  99.43	   3.97	 100.0	  57	  99.34	  3.06	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   0	   1	   0	   2	   3	   3	   9	   5	  13	  21	  26	  28	  70	 100	 129	  75	 144	 135	  87	  26	  33	  27	  22	   3	   4	  14	   9	   3	   1	   2	   1	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
23	 0	 125.73	   4.48	 126.0	  12	 125.83	  4.12	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   1	   2	   2	   2	   1	   1	  13	   3	   6	   5	  13	  17	  21	  31	  89	  71	  70	 144	 101	  40	 103	  81	  83	  20	  30	  18	   8	   6	   4	   6	   4	   0	   1	   0	   2	   0	   0	   0
